living_area_sqft,lot_area_sqft,overall_quality,year_built,renovation_year,bedrooms,bathrooms,garage_spaces,distance_downtown_km,school_score,crime_index,transit_score,energy_efficiency,mortgage_rate_pct,unemployment_rate_pct,neighborhood,home_type,condition,heating_type,sale_price
2164.6,9479.6,4,1997,2012,3,1.5,1.0,6.83,75.3,41.1,76.2,49.1,3.19,4.75,OldTown,Detached,Good,HeatPump,628050.0
3524.5,29670.8,6,1930,1930,2,2.5,1.0,8.77,90.8,20.9,98.5,51.8,4.53,4.67,WestPark,Detached,Average,Gas,1191504.0
1055.1,4977.4,9,2024,2024,3,2.5,3.0,4.54,66.2,10.6,71.8,82.4,5.52,4.89,Hillcrest,Detached,Average,District,828669.0
1200.3,,7,1942,1942,2,1.0,1.0,2.28,67.2,32.2,100.0,41.2,4.99,4.82,Hillcrest,Detached,Average,Electric,791444.0
1804.4,11416.5,6,1959,1977,2,2.0,1.0,8.85,78.3,7.3,72.5,47.0,4.95,4.16,Riverside,Condo,Fair,HeatPump,668663.0
3043.5,16091.9,5,1987,1987,2,2.0,3.0,6.82,70.5,64.2,78.0,49.4,5.05,4.17,LakeView,Detached,Excellent,HeatPump,978706.0
1036.9,5942.1,4,1925,1925,3,2.0,1.0,3.79,59.9,24.5,85.2,37.9,6.17,4.7,SouthGate,Detached,Average,Gas,445666.0
1813.8,11950.4,7,1980,1985,4,1.0,1.0,17.02,98.0,15.7,62.5,50.9,6.08,8.17,LakeView,Detached,Excellent,District,882021.0
3296.5,16950.0,7,1950,1950,2,2.0,3.0,9.57,80.6,13.7,71.2,39.9,5.84,8.22,NorthHeights,Detached,Average,HeatPump,1153798.0
880.8,3749.7,7,1965,1965,4,1.5,1.0,18.69,63.5,22.0,24.6,75.4,5.12,3.54,WestPark,Detached,Fair,Gas,510358.0
1014.1,6527.9,9,1955,1955,4,1.0,2.0,6.72,65.5,72.8,73.8,33.9,7.16,5.47,EastMarket,Duplex,Average,Electric,618569.0
1404.7,1992.4,5,2009,2009,3,2.0,3.0,6.52,68.6,17.7,76.2,76.2,4.66,4.03,NorthHeights,Detached,Good,Gas,721716.0
1353.8,6469.4,7,1968,1968,5,2.0,3.0,27.06,74.9,41.0,31.6,69.6,7.43,7.14,WestPark,Condo,Excellent,HeatPump,549699.0
2246.9,4412.7,3,1999,2017,3,2.5,1.0,6.67,58.2,6.1,87.7,58.5,7.37,5.39,University,Townhouse,Average,Gas,764943.0
1808.7,6318.1,7,1924,1924,4,1.0,3.0,9.01,71.0,30.5,70.0,23.5,4.95,4.96,EastMarket,Condo,Average,HeatPump,674961.0
840.5,41606.9,9,1992,1992,4,1.5,2.0,19.14,79.7,46.1,40.9,59.0,4.35,6.28,TechDistrict,Townhouse,Poor,Gas,718258.0
2007.0,20181.4,4,1960,1960,4,2.0,1.0,17.29,61.9,22.4,65.5,33.8,5.5,6.69,OldTown,Detached,Excellent,HeatPump,587200.0
1324.9,3035.6,8,1983,1983,5,1.0,1.0,4.67,72.9,11.7,86.5,71.3,3.88,5.13,GreenValley,Detached,Good,Gas,772528.0
2678.0,10049.5,9,2009,2018,3,1.5,3.0,11.12,63.0,18.1,67.1,68.8,5.9,6.11,GreenValley,Detached,Poor,Gas,1066364.0
1299.9,11628.3,5,1993,1993,3,2.5,2.0,6.54,80.3,22.8,74.5,66.2,5.53,3.66,Hillcrest,Detached,Poor,Gas,604215.0
1295.5,5878.7,7,1957,2014,3,2.0,2.0,5.01,59.3,20.2,76.2,43.0,5.63,5.15,NorthHeights,Condo,Good,HeatPump,627478.0
2026.7,8013.0,9,1944,1944,4,1.5,1.0,4.43,91.9,20.8,73.6,40.4,6.0,5.15,WestPark,Detached,Good,District,1084963.0
2204.9,8496.6,7,2014,2014,5,2.5,1.0,1.25,85.1,10.0,75.6,64.4,4.51,5.65,University,Duplex,Excellent,HeatPump,965558.0
1956.3,3209.5,8,1947,1947,1,2.5,2.0,18.43,68.3,23.2,57.6,58.5,4.48,6.33,LakeView,Detached,Fair,Gas,920790.0
869.6,3877.9,3,1923,1923,3,1.0,0.0,7.31,78.1,30.4,82.2,28.8,3.88,5.9,University,Condo,Fair,Gas,289155.0
2024.3,7984.2,7,1951,1951,4,2.0,1.0,5.21,74.3,11.2,74.1,30.8,5.94,5.11,Riverside,Detached,Average,Electric,803280.0
1113.8,7642.5,7,1921,1921,6,1.5,1.0,6.68,63.0,12.4,65.0,25.0,3.1,4.27,Riverside,Detached,Average,Gas,704323.0
1804.3,4706.5,4,1998,1998,4,1.0,1.0,7.38,69.4,5.6,67.6,68.0,4.49,7.99,Riverside,Detached,Good,HeatPump,671744.0
960.6,4470.3,5,2014,2014,5,1.5,1.0,2.45,59.0,17.3,91.3,74.4,5.44,5.79,OldTown,Townhouse,Excellent,Gas,540583.0
1955.0,6822.4,7,1965,1974,4,1.5,3.0,2.7,65.9,61.9,99.2,62.0,4.84,5.83,University,Detached,Good,HeatPump,887617.0
1214.4,12253.0,6,1985,2022,1,1.5,3.0,22.67,63.6,47.9,24.9,27.5,7.42,7.38,OldTown,Detached,Average,Electric,428769.0
1013.5,6877.0,8,2021,2023,2,2.0,2.0,8.61,78.3,13.9,80.5,57.9,3.35,6.58,OldTown,Detached,Good,District,737075.0
2164.1,19062.4,7,2018,2018,5,2.5,1.0,1.67,73.5,16.3,100.0,68.3,3.72,6.18,NorthHeights,Duplex,Good,Gas,982619.0
1808.7,4742.6,6,1924,1924,3,2.0,2.0,2.79,80.8,9.1,94.0,14.6,4.72,4.56,TechDistrict,Townhouse,Average,District,1168498.0
1306.6,8084.5,6,1927,1984,2,2.0,1.0,10.38,86.1,10.6,59.0,39.1,4.82,8.13,Riverside,Condo,Good,HeatPump,585004.0
2864.0,5821.2,7,1960,1993,3,1.5,0.0,7.27,76.1,54.2,61.6,49.3,6.05,5.54,TechDistrict,Condo,Good,HeatPump,879850.0
1395.6,10245.7,8,1949,1977,3,1.5,3.0,4.59,86.1,22.2,79.2,27.5,6.14,6.85,NorthHeights,Condo,Average,HeatPump,722868.0
1670.3,4504.7,7,1936,1936,5,2.5,1.0,2.98,,4.3,100.0,41.3,7.45,4.51,NorthHeights,Detached,Fair,HeatPump,796073.0
1827.5,22885.9,5,1936,2022,5,3.0,3.0,3.2,58.5,16.4,93.6,46.3,5.81,6.04,LakeView,Townhouse,Average,HeatPump,802836.0
1303.8,2610.9,8,2006,2006,5,1.5,2.0,9.13,73.3,30.6,68.4,,3.93,3.57,SouthGate,Duplex,Excellent,Gas,724011.0
1973.5,20153.3,7,1940,1940,3,2.0,3.0,4.06,74.4,23.8,97.4,22.1,3.73,5.18,Hillcrest,Detached,Poor,Gas,839733.0
1347.2,7599.4,7,1970,1970,2,3.0,3.0,6.82,88.5,80.0,71.2,40.6,6.94,3.93,Hillcrest,Detached,Excellent,Gas,770648.0
1411.1,10029.6,6,1924,1924,3,1.5,2.0,34.91,58.3,59.3,6.4,15.5,6.62,7.09,WestPark,Townhouse,Good,Gas,483771.0
2769.3,16035.4,7,1985,2002,5,2.5,2.0,10.87,69.1,21.4,64.2,60.6,4.62,3.87,WestPark,Detached,Good,HeatPump,1016431.0
1111.1,12045.3,3,1998,2012,3,1.5,1.0,10.52,63.2,50.9,53.7,68.5,4.24,4.79,OldTown,Townhouse,Good,HeatPump,340693.0
659.6,4646.3,7,1983,2005,4,1.0,2.0,5.23,79.3,11.6,71.2,57.9,4.99,5.94,Downtown,Condo,Good,Electric,646068.0
3043.3,10320.5,9,1950,1950,4,2.0,1.0,7.16,72.6,14.3,57.2,33.5,2.75,4.19,WestPark,Townhouse,Good,HeatPump,1078200.0
4347.1,22077.6,7,1928,2012,3,3.0,1.0,6.58,64.9,44.2,66.4,48.8,6.58,4.49,Riverside,Detached,Average,Gas,1188849.0
1414.5,4227.9,6,1962,2025,4,1.0,0.0,12.25,57.6,10.7,100.0,,6.15,6.94,TechDistrict,Detached,Good,HeatPump,657365.0
790.4,25665.3,5,2003,2020,3,2.0,1.0,22.39,58.8,60.5,50.2,55.7,5.47,6.2,OldTown,Detached,Good,District,307935.0
1466.4,9074.8,7,1932,1932,4,1.0,1.0,9.59,96.4,28.1,66.1,25.9,3.56,6.51,Downtown,Condo,Excellent,Gas,737975.0
1480.0,5551.9,6,2007,2008,5,1.5,2.0,6.53,66.3,8.7,73.5,74.3,5.56,8.45,Riverside,Duplex,Excellent,Gas,784408.0
1535.1,4212.7,8,2016,2016,2,1.5,0.0,12.22,91.5,22.8,53.2,73.5,7.82,5.4,WestPark,Detached,Good,HeatPump,1233377.0
1080.8,6297.2,5,1984,2002,3,1.0,1.0,7.49,69.2,31.5,89.5,51.6,3.0,6.47,Downtown,Duplex,Good,Gas,523274.0
2056.5,2227.6,5,2009,2009,3,2.0,2.0,11.9,60.2,18.0,56.0,75.1,5.65,3.08,NorthHeights,Townhouse,Average,HeatPump,717967.0
2013.9,5612.2,5,1949,2018,6,2.0,2.0,17.97,83.3,80.0,52.0,44.5,3.57,6.73,Riverside,Detached,Average,Gas,762173.0
935.1,6149.2,9,1985,1985,5,1.5,1.0,4.25,87.5,15.6,79.4,49.6,3.8,5.88,SouthGate,Detached,Average,HeatPump,740283.0
2152.2,3778.9,6,1996,1996,5,3.0,3.0,9.96,67.6,12.4,70.9,50.6,6.47,5.18,EastMarket,Townhouse,Average,District,654654.0
3599.5,11277.3,5,1995,1995,5,2.0,1.0,13.88,52.7,14.5,44.6,58.2,4.64,6.41,University,Detached,Good,Gas,925859.0
1761.4,6314.3,3,1994,2022,4,2.0,1.0,4.45,64.9,7.6,85.8,55.0,4.67,5.95,EastMarket,Condo,Excellent,Gas,672210.0
1451.5,4916.5,5,1940,1940,4,1.5,1.0,10.1,80.4,16.4,54.8,29.2,6.79,6.55,Riverside,Detached,Good,Gas,621647.0
1563.3,5923.2,7,2016,2016,2,2.0,2.0,2.12,83.3,17.2,87.4,52.7,5.48,8.61,Downtown,Duplex,Excellent,Gas,863971.0
2084.6,8909.7,7,1992,1992,3,2.5,0.0,3.24,73.0,43.8,100.0,61.8,4.1,5.98,Riverside,Detached,Average,Gas,839947.0
854.8,7523.4,5,1932,1989,5,2.0,2.0,11.93,77.4,8.1,72.5,40.0,4.9,5.63,University,Condo,Good,Gas,543206.0
1756.4,4728.0,5,1987,1987,7,1.5,0.0,5.24,59.0,13.0,81.8,52.6,5.29,6.57,SouthGate,Detached,Average,Electric,649990.0
1422.5,7763.8,9,2016,2016,6,2.5,2.0,7.46,84.9,23.7,52.5,84.8,5.99,6.92,Downtown,Townhouse,Good,HeatPump,992857.0
3329.9,6984.4,10,1922,1922,3,2.5,2.0,1.0,82.2,5.4,100.0,24.5,4.6,4.59,WestPark,Condo,Average,HeatPump,1338255.0
1544.3,3634.2,8,2014,2015,2,2.0,1.0,15.75,74.4,16.5,69.3,81.5,6.38,4.33,Riverside,Condo,Poor,Gas,688799.0
3109.8,6055.6,9,1955,1955,3,2.5,1.0,5.55,100.0,17.2,75.7,45.6,5.11,9.05,Hillcrest,Detached,Good,HeatPump,1254158.0
1084.8,10192.8,9,1951,1977,2,1.5,1.0,6.1,79.4,16.6,85.5,28.0,6.07,5.97,GreenValley,Townhouse,Good,Gas,754608.0
2062.5,10148.9,10,1971,1971,5,1.5,2.0,4.49,59.4,15.8,99.6,40.4,5.57,6.5,WestPark,Detached,Average,HeatPump,947244.0
1862.9,6272.0,6,1995,2016,2,2.0,2.0,7.29,78.2,25.1,80.5,49.8,4.31,5.46,TechDistrict,Detached,Average,Electric,918682.0
1185.9,10806.5,5,1930,1979,2,2.5,3.0,5.59,98.0,4.2,85.6,24.0,5.58,4.99,OldTown,Condo,Fair,Electric,556817.0
1765.1,3999.3,9,1947,1947,4,1.5,3.0,3.23,63.2,6.9,87.8,41.0,5.99,5.88,GreenValley,Townhouse,Good,District,847505.0
2615.7,4074.3,5,2005,2005,4,4.0,3.0,2.37,69.1,22.4,83.8,54.6,8.67,5.96,WestPark,Detached,Good,HeatPump,873118.0
1459.0,6192.4,4,1944,2024,4,1.5,2.0,3.76,62.7,15.6,75.2,47.4,6.06,5.6,TechDistrict,Townhouse,Excellent,HeatPump,714555.0
867.5,17683.3,4,1957,1957,4,2.0,1.0,3.48,70.5,9.7,85.7,45.5,4.48,8.56,WestPark,Detached,Average,HeatPump,507792.0
1639.0,7940.9,6,1988,1988,3,1.0,1.0,11.98,63.1,20.7,62.2,58.9,3.9,4.84,WestPark,Condo,Good,District,747414.0
1171.0,,3,1946,1946,3,2.0,3.0,7.44,,22.7,95.0,19.9,5.44,3.78,TechDistrict,Townhouse,Fair,Gas,422432.0
1448.7,,4,1925,1925,7,1.0,1.0,8.94,48.5,18.5,69.4,41.2,6.97,2.0,Downtown,Condo,Average,Gas,358009.0
1599.6,6061.3,5,1975,1975,3,2.5,1.0,2.96,79.4,16.0,100.0,67.2,6.37,4.82,TechDistrict,Detached,Average,HeatPump,729566.0
863.0,27520.2,4,1930,1930,3,1.5,,3.47,60.0,9.5,71.6,18.7,5.13,5.64,Downtown,Detached,Average,Gas,533124.0
893.0,5297.9,8,1960,1960,4,2.0,3.0,3.77,98.4,16.4,100.0,55.1,3.49,3.37,NorthHeights,Detached,Good,Gas,813751.0
1981.7,3923.7,6,1989,1989,2,1.5,2.0,8.65,82.7,65.9,84.5,57.7,6.23,8.3,Riverside,Detached,Average,Gas,798431.0
1352.8,6516.0,7,1998,2015,3,2.0,2.0,17.02,65.4,31.5,31.0,67.7,5.02,5.99,LakeView,Detached,Average,Electric,767422.0
622.6,6200.5,7,2020,2021,5,2.0,3.0,2.79,83.3,19.1,78.3,60.8,6.06,3.94,Downtown,Detached,Average,HeatPump,651662.0
2223.4,4434.7,6,2012,2012,2,2.5,1.0,3.74,82.5,7.2,75.7,70.4,5.81,6.37,TechDistrict,Townhouse,Good,HeatPump,947982.0
1829.9,34304.1,8,1923,1923,2,1.5,2.0,0.82,60.7,6.7,78.3,12.7,4.79,5.88,OldTown,Detached,Poor,Gas,956328.0
1258.0,8716.8,7,1971,1971,6,2.0,1.0,6.84,60.9,8.0,86.4,56.5,5.98,5.9,Hillcrest,Detached,Average,Gas,715929.0
1000.4,9512.7,6,1922,1970,3,1.5,1.0,5.67,62.2,4.7,81.2,12.9,5.59,7.26,WestPark,Detached,Fair,Gas,853931.0
2266.8,5457.3,3,2004,2004,5,2.0,1.0,12.06,35.8,42.0,68.2,78.0,3.21,6.08,University,Detached,Fair,HeatPump,588473.0
1884.2,5091.0,7,1927,1927,2,1.0,2.0,17.89,74.8,16.1,18.0,41.3,6.47,5.13,EastMarket,Condo,Fair,HeatPump,622681.0
4080.3,13322.0,4,2002,2011,3,3.5,1.0,5.0,77.4,23.4,69.7,71.9,4.65,8.01,OldTown,Condo,Average,,572533.0
1935.7,2634.2,7,1920,1920,4,1.5,3.0,10.88,75.1,38.0,64.8,22.3,3.96,4.58,EastMarket,Condo,Average,HeatPump,715410.0
1911.9,3626.8,6,1931,1931,5,2.0,1.0,1.42,77.6,30.8,100.0,32.5,5.64,6.13,OldTown,Condo,Excellent,District,680161.0
1548.6,6207.1,4,2018,2018,5,1.0,4.0,6.81,67.0,32.4,74.9,68.7,5.05,3.86,Hillcrest,Detached,Good,District,590923.0
2250.5,16195.1,7,1939,1939,4,1.0,2.0,17.11,75.3,73.5,51.3,37.7,6.09,5.38,Downtown,Condo,Average,Gas,683446.0
2092.4,5751.0,7,1970,1970,6,2.5,2.0,14.79,45.9,8.8,60.4,36.9,4.72,7.29,University,Condo,Good,Gas,743173.0
2655.0,9242.1,7,1975,1975,4,2.5,2.0,8.96,80.4,10.2,90.4,44.2,5.62,8.21,LakeView,Detached,Good,Electric,1137290.0
1353.5,7320.8,6,1993,1993,4,2.0,0.0,9.06,70.7,15.5,82.0,71.4,5.47,4.84,WestPark,Townhouse,Fair,HeatPump,629669.0
1398.4,15671.4,5,2019,2020,4,2.0,3.0,6.36,65.5,23.2,89.8,91.0,4.78,7.33,TechDistrict,Townhouse,Good,Electric,771920.0
1375.4,2782.2,7,1964,1964,5,2.5,1.0,9.27,63.0,31.2,77.4,42.1,5.89,5.75,EastMarket,Detached,Average,Gas,579572.0
2228.4,11197.1,5,1983,1983,3,2.0,2.0,5.91,54.8,8.4,68.6,64.0,6.07,4.89,EastMarket,Detached,Average,District,742510.0
2915.8,6390.0,4,2025,2025,4,2.0,2.0,17.52,63.4,24.7,72.1,70.0,5.77,5.99,SouthGate,Condo,Good,HeatPump,636256.0
1386.0,12541.1,7,1931,1985,3,3.0,1.0,8.15,74.3,15.9,46.5,46.7,7.36,6.48,WestPark,Townhouse,Average,HeatPump,782829.0
1404.1,4404.0,8,1970,1970,3,1.5,2.0,11.11,62.1,24.0,75.8,55.5,6.43,3.43,WestPark,Detached,Fair,HeatPump,745447.0
1859.2,7306.2,7,1952,1952,2,2.5,2.0,13.45,84.9,14.4,40.1,20.0,7.27,5.61,EastMarket,Detached,Good,HeatPump,655287.0
1502.9,6770.5,6,2019,2019,3,2.0,2.0,10.66,59.5,24.1,88.8,63.8,5.01,6.49,EastMarket,Detached,Average,HeatPump,734754.0
2369.2,3945.7,3,1985,1993,5,2.5,2.0,5.76,61.5,11.3,75.7,63.2,4.62,3.83,Downtown,Condo,Good,HeatPump,701082.0
701.2,3339.5,9,1988,1988,3,1.5,2.0,0.92,84.8,26.9,79.1,61.7,5.99,5.41,LakeView,Detached,Excellent,HeatPump,980949.0
1205.2,5082.7,3,1939,1996,2,2.0,1.0,8.98,49.7,10.9,78.5,40.3,3.41,2.0,SouthGate,Detached,Fair,HeatPump,410011.0
1225.6,7783.8,7,2020,2020,2,1.5,1.0,12.58,45.9,13.4,47.0,81.5,3.21,4.62,Downtown,Detached,Fair,Gas,701448.0
683.2,4571.9,10,1927,1927,5,2.0,1.0,24.22,73.8,21.0,37.8,39.2,6.26,2.53,WestPark,Townhouse,Good,Gas,595208.0
1144.1,5906.4,6,1972,2016,4,1.0,2.0,21.79,69.9,43.7,46.4,35.8,5.24,3.86,EastMarket,Townhouse,Good,Gas,444482.0
1165.3,2322.4,7,1994,1994,4,2.5,1.0,11.47,82.4,24.4,64.5,60.0,4.48,3.34,University,Detached,Average,Gas,705611.0
1528.6,5764.3,7,2013,2013,4,3.0,3.0,10.71,67.9,8.4,73.6,59.7,5.2,5.82,OldTown,Detached,Average,HeatPump,700829.0
2518.6,13306.2,7,1948,1948,4,3.0,1.0,5.19,75.1,35.7,86.5,39.1,7.86,5.9,TechDistrict,Townhouse,Excellent,Gas,956839.0
1503.3,10992.2,10,1955,1955,3,1.0,2.0,5.74,95.6,13.6,81.4,31.4,5.52,5.11,NorthHeights,Detached,Good,Electric,873159.0
1115.2,6834.1,5,1924,1924,4,1.5,2.0,6.44,56.2,23.2,95.9,23.3,4.65,5.21,GreenValley,Condo,Good,Gas,554770.0
1614.7,8333.4,5,1990,1990,2,2.5,2.0,2.48,71.4,6.7,74.6,65.8,3.52,7.99,NorthHeights,Condo,Good,Gas,832379.0
2458.3,4380.3,6,1940,1940,2,1.5,2.0,0.33,82.1,29.8,88.3,26.4,4.3,4.27,TechDistrict,Townhouse,Fair,Electric,907717.0
1138.7,19082.0,9,1985,2009,1,1.0,4.0,3.01,65.8,10.7,94.0,59.6,6.16,7.87,EastMarket,Townhouse,Fair,Gas,782216.0
1167.4,24896.8,5,1928,1979,6,2.0,0.0,10.76,58.0,26.9,54.7,32.1,4.64,5.63,Downtown,Detached,Good,Gas,620753.0
2040.2,7948.4,7,1971,1971,3,1.5,-0.0,1.45,73.2,17.9,57.3,50.6,5.29,6.42,NorthHeights,Condo,Average,Gas,837404.0
1516.8,34072.6,8,1970,1996,2,1.5,1.0,1.53,59.7,10.1,91.7,56.2,5.45,6.09,LakeView,Detached,Average,District,1073726.0
2110.3,4787.3,8,1973,1973,2,1.0,1.0,9.3,58.2,12.3,85.4,46.4,4.85,7.02,TechDistrict,Detached,Good,HeatPump,1017208.0
1641.5,3398.8,8,1952,1952,2,3.0,1.0,3.98,68.1,30.3,88.1,29.0,4.76,3.22,Downtown,Detached,Good,Gas,853450.0
2154.2,4703.5,9,1938,2000,5,1.5,2.0,7.39,64.0,22.2,73.3,39.6,3.94,7.12,WestPark,Townhouse,Average,Gas,900384.0
1113.4,6311.6,7,2002,2022,4,1.5,1.0,9.25,65.0,17.5,64.0,67.3,6.0,8.77,Riverside,Detached,Good,Gas,717090.0
1642.4,28827.2,5,2016,2018,5,2.0,1.0,13.08,65.6,16.4,54.8,68.3,5.7,6.3,GreenValley,Condo,Good,Gas,731757.0
1523.0,6082.3,6,1949,2017,4,1.5,1.0,5.48,85.1,11.5,94.4,,5.51,6.82,TechDistrict,Detached,Good,District,784700.0
1039.5,4298.6,6,1968,1981,2,1.5,2.0,8.41,74.3,9.6,100.0,36.4,5.46,4.03,Hillcrest,Detached,Excellent,HeatPump,627500.0
910.9,4199.7,10,1931,1971,4,2.0,3.0,31.69,79.7,27.1,27.7,43.1,4.66,5.16,NorthHeights,Detached,Average,HeatPump,705769.0
2141.2,14269.1,5,1936,1936,1,2.0,1.0,2.64,,11.7,80.6,21.8,5.95,5.46,WestPark,Detached,Good,HeatPump,698234.0
1444.0,13098.0,7,1957,1970,6,2.0,1.0,34.99,48.5,33.3,17.8,30.5,7.36,5.55,GreenValley,Condo,Fair,Gas,554877.0
1118.9,5380.6,4,1994,1995,7,1.5,2.0,18.39,58.0,23.7,50.4,,4.25,6.36,OldTown,Condo,Good,,417427.0
1590.8,2336.4,6,1991,1991,4,1.0,2.0,8.74,76.4,11.5,69.8,34.9,5.96,4.17,Hillcrest,Detached,Average,Electric,702877.0
2533.0,3658.0,6,1997,1997,1,3.0,1.0,5.74,89.7,19.5,72.0,52.2,6.78,5.61,Downtown,Detached,Average,Gas,839684.0
693.6,20223.1,7,1929,2024,4,1.0,3.0,14.48,73.4,26.9,47.1,26.4,3.69,6.43,Hillcrest,Townhouse,Average,District,638836.0
934.3,10884.8,7,1924,1924,4,1.0,1.0,6.39,89.1,16.6,72.4,10.0,4.72,5.6,LakeView,Detached,Average,,597306.0
1161.9,7488.4,9,1949,1949,6,1.5,2.0,5.77,64.6,14.9,62.7,36.2,5.71,7.27,TechDistrict,Condo,Excellent,HeatPump,773694.0
2874.9,22095.7,8,1955,1955,7,2.0,1.0,23.85,75.3,29.9,46.7,41.4,4.54,6.17,SouthGate,Detached,Excellent,Gas,979959.0
1837.0,23314.5,6,1974,1974,4,1.0,1.0,9.12,50.6,21.3,83.9,67.3,5.46,5.27,TechDistrict,Detached,Average,Electric,787737.0
2208.6,7046.4,5,1981,1981,5,2.0,0.0,10.65,58.3,38.8,63.1,62.6,2.93,6.67,GreenValley,Detached,Good,Gas,761060.0
1069.8,7124.5,5,1939,1939,2,1.5,1.0,5.8,80.1,10.1,91.1,42.6,4.16,6.87,GreenValley,Detached,Average,Gas,549789.0
1078.3,5077.7,7,2007,2007,3,1.0,1.0,10.92,64.4,42.6,78.2,53.1,5.8,7.32,OldTown,Detached,Average,Gas,617564.0
1956.1,6069.8,6,1999,1999,2,2.5,1.0,3.33,58.0,13.2,100.0,59.1,5.6,9.82,TechDistrict,Detached,Average,Gas,791229.0
1686.9,2951.4,7,1952,2014,4,1.0,2.0,10.74,58.3,9.2,69.5,55.1,5.26,4.23,Downtown,Detached,Good,HeatPump,683007.0
2032.6,2944.2,5,1988,1988,3,2.5,2.0,8.06,75.6,17.3,76.2,57.2,6.42,4.97,University,Duplex,Excellent,Gas,815107.0
1536.4,2561.2,9,1951,1951,6,2.0,2.0,5.15,83.4,20.0,57.1,40.5,5.53,5.29,EastMarket,Detached,Poor,Gas,715420.0
1833.9,13800.2,4,1926,2006,3,3.5,2.0,7.99,63.4,32.8,80.2,32.2,5.98,6.27,LakeView,Duplex,Good,Gas,637571.0
1752.2,2821.4,5,1998,1998,7,2.0,1.0,12.66,66.1,15.2,50.5,61.0,5.46,5.27,WestPark,Detached,Good,Gas,722553.0
2217.4,23197.8,4,1929,1929,2,1.5,1.0,5.35,45.9,30.5,66.8,30.5,7.31,6.48,Riverside,Detached,Good,Gas,650094.0
2242.2,4645.3,6,1943,1943,4,1.5,1.0,4.47,58.8,42.6,95.5,36.0,6.09,7.0,NorthHeights,Detached,Good,HeatPump,653849.0
891.6,20419.5,8,1952,1952,7,1.5,3.0,5.13,82.1,24.4,92.5,26.3,4.64,3.2,NorthHeights,Condo,Average,Gas,770281.0
702.4,,6,2014,2014,3,1.0,1.0,9.74,70.0,42.6,83.1,68.7,5.56,5.75,Riverside,Detached,Average,Electric,598088.0
2414.4,2813.3,6,1982,2025,6,1.5,3.0,7.6,69.4,34.9,89.6,44.8,5.42,4.0,University,Detached,Good,HeatPump,791317.0
2591.2,15554.5,7,2003,2003,4,2.5,1.0,7.81,78.2,28.0,82.1,60.5,6.7,6.45,Riverside,Detached,Average,Gas,1131284.0
1119.6,16696.5,6,2016,2016,3,3.0,1.0,12.91,62.9,11.7,40.3,94.0,4.22,5.39,EastMarket,Condo,Average,Gas,643976.0
813.9,4180.6,7,2014,2023,3,1.5,3.0,0.61,89.2,11.1,72.3,71.7,5.34,4.8,Downtown,Detached,Good,HeatPump,738407.0
1713.3,5900.8,7,1984,2005,4,1.5,,9.72,53.2,31.0,79.2,,4.1,2.0,Hillcrest,Condo,Excellent,Gas,919567.0
2350.2,4181.2,4,1957,1957,6,2.5,1.0,15.82,72.8,40.9,50.9,32.2,4.09,8.57,SouthGate,Detached,Average,Gas,465043.0
3267.0,6697.7,5,1962,1962,1,3.0,1.0,7.66,73.0,12.0,80.7,38.3,5.52,6.55,TechDistrict,Detached,Average,Gas,947179.0
2007.7,7681.2,7,1937,1937,3,1.5,-0.0,16.31,74.5,18.7,56.4,15.7,6.56,6.2,GreenValley,Detached,Good,Gas,773088.0
1432.6,5831.4,8,1982,1982,2,2.0,2.0,2.12,43.9,13.3,77.1,50.2,4.71,3.42,NorthHeights,Detached,Good,HeatPump,926741.0
1175.1,2417.5,8,1982,1982,3,2.5,1.0,7.2,78.0,33.4,60.2,62.9,4.55,4.65,LakeView,Detached,Good,Electric,955164.0
1657.2,5081.2,10,2023,2026,3,2.0,2.0,14.39,70.4,35.2,46.6,70.6,7.05,5.56,OldTown,Detached,Good,HeatPump,896936.0
1472.6,10981.3,7,1940,1978,5,1.5,1.0,8.8,87.5,30.0,80.0,19.9,6.98,5.75,EastMarket,Detached,Average,HeatPump,636016.0
1121.9,6351.8,5,2000,2000,2,1.5,2.0,7.85,54.4,21.4,60.2,61.3,5.05,7.1,Riverside,Townhouse,Excellent,Gas,653429.0
3594.1,5915.7,6,1948,1948,3,2.0,1.0,5.57,76.2,19.9,53.6,37.9,6.21,5.63,NorthHeights,Condo,Good,District,993224.0
3251.6,4119.0,6,1928,1928,3,2.0,2.0,22.43,61.3,27.0,48.4,48.1,5.57,5.83,TechDistrict,Detached,Excellent,Gas,912033.0
2540.8,4993.1,6,1962,1962,3,2.5,1.0,5.99,48.1,32.7,86.0,25.8,5.84,5.34,University,Townhouse,Average,Gas,634244.0
1162.8,16767.6,7,2022,2022,7,1.5,3.0,7.46,68.8,15.3,78.2,62.2,4.55,4.62,EastMarket,Condo,Good,HeatPump,743368.0
2283.4,3633.6,7,1969,1969,3,1.0,2.0,10.61,77.8,23.5,50.2,45.2,6.57,5.08,EastMarket,Detached,Average,HeatPump,782240.0
2104.0,11095.9,4,1939,1939,2,2.0,1.0,5.54,60.5,12.7,100.0,27.3,6.02,4.46,Riverside,Detached,Average,District,841695.0
1952.2,7406.2,8,1954,1954,4,2.5,,32.26,73.5,19.1,9.9,38.3,6.95,3.46,Downtown,Detached,Average,Electric,704715.0
