url_length,num_dots,num_hyphens,num_digits,num_subdomains,has_ip_address,has_at_symbol,uses_https,suspicious_tld,shortened_url,domain_age_days,dns_record_age_days,redirect_count,external_link_ratio,request_url_ratio,anchor_url_ratio,form_action_external,iframe_count,popup_count,script_count,url_entropy,brand_mismatch,login_form,certificate_days_left,page_rank_proxy,spelling_score,favicon_external,nonstandard_port,page_category,tls_issuer,is_phishing
48.0,1,0,1,3,0,0,1,0,0,9000.0,7928.0,0,0.6147,0.1812,0.5878,0,0,1,13.0,3.599,1,0,241.0,39.24,89.19,0,0,blog,missing,0
38.0,2,0,6,4,0,0,1,0,0,274.0,242.0,0,0.2358,0.5036,0.5983,0,0,0,19.0,2.556,0,0,135.0,4.07,89.83,0,0,banking,self_signed,0
89.0,6,2,1,1,0,0,1,0,0,981.0,669.0,2,0.5297,0.6408,0.2488,0,0,1,19.0,4.269,1,0,84.0,37.16,81.63,0,0,other,trusted_ca,1
77.0,5,0,0,1,0,0,1,0,0,230.0,194.0,2,0.3164,0.2198,0.1315,0,1,1,32.0,4.277,0,0,-30.0,13.38,91.11,0,1,social,trusted_ca,0
49.0,2,2,2,1,1,0,1,0,0,1006.0,990.0,1,0.4495,0.6504,0.0745,0,1,0,4.0,3.868,0,0,24.0,38.54,87.45,0,0,blog,unknown_ca,1
38.0,2,0,8,2,0,0,1,0,0,,633.0,0,0.3131,0.4737,0.1351,0,2,0,17.0,3.4,0,0,65.0,26.11,93.94,0,0,blog,trusted_ca,0
46.0,2,0,6,0,0,0,1,0,1,457.0,160.0,0,0.2058,0.3926,0.0372,0,0,0,11.0,3.615,0,0,95.0,14.05,80.73,0,1,ecommerce,trusted_ca,0
33.0,3,1,5,1,0,0,1,0,0,411.0,195.0,2,0.3046,0.5506,0.3622,0,1,0,12.0,3.708,0,0,-30.0,37.69,84.41,0,0,other,trusted_ca,0
98.0,0,2,4,1,0,0,1,0,1,319.0,97.0,3,0.0922,0.3558,0.5005,1,0,0,7.0,3.922,1,1,209.0,6.55,97.65,1,0,ecommerce,trusted_ca,0
75.0,1,0,1,0,0,0,1,0,1,3686.0,2516.0,1,0.4322,0.2225,0.2741,0,0,0,15.0,4.207,0,1,161.0,3.04,89.72,0,0,social,trusted_ca,0
120.0,4,1,6,0,0,0,1,0,0,4366.0,2893.0,0,0.1337,0.573,0.4974,1,1,0,6.0,4.479,0,0,175.0,16.29,76.7,0,0,other,unknown_ca,0
88.0,5,2,5,2,1,0,1,0,0,1312.0,335.0,1,0.3467,0.499,0.4296,0,0,0,41.0,3.033,0,0,163.0,10.07,100.0,0,1,other,trusted_ca,1
36.0,0,0,7,1,1,0,1,0,0,998.0,768.0,0,0.5249,0.0783,0.099,0,1,0,26.0,2.459,0,0,109.0,30.08,87.3,0,0,other,trusted_ca,0
50.0,5,1,3,1,0,0,0,0,0,2093.0,872.0,1,0.4813,0.6244,0.1329,0,1,0,63.0,2.955,0,1,152.0,17.95,93.17,0,0,banking,trusted_ca,0
67.0,2,0,4,2,0,0,1,0,0,2172.0,1829.0,0,0.2375,0.181,0.7463,0,1,0,23.0,2.716,0,1,45.0,6.27,100.0,0,0,ecommerce,trusted_ca,0
27.0,9,2,4,0,0,0,1,0,0,270.0,24.0,1,0.5442,0.2891,0.479,0,1,0,19.0,5.214,0,0,-10.0,32.52,86.63,0,0,other,trusted_ca,0
44.0,2,1,2,1,0,0,1,0,0,,1106.0,0,0.1207,0.2895,0.3246,0,1,0,4.0,2.074,0,0,-30.0,5.27,98.15,0,0,other,trusted_ca,0
21.0,5,1,5,1,0,0,0,0,0,651.0,461.0,2,0.5012,0.1983,0.5248,0,0,0,6.0,3.214,0,0,79.0,11.14,83.86,0,0,other,trusted_ca,1
68.0,1,1,4,1,0,0,0,0,0,7796.0,1590.0,0,0.4217,0.675,0.4161,0,1,0,8.0,2.772,0,0,-4.0,27.3,100.0,0,0,ecommerce,trusted_ca,0
58.0,2,1,1,1,0,0,1,0,1,4536.0,4457.0,0,0.6247,0.6364,0.5517,0,0,0,12.0,3.689,1,0,81.0,29.83,95.72,0,0,social,trusted_ca,0
61.0,2,2,5,2,0,0,1,0,0,1978.0,1117.0,1,0.3841,0.3576,0.2875,1,0,0,60.0,3.746,0,1,41.0,63.95,87.83,0,0,banking,unknown_ca,0
46.0,3,0,4,1,0,0,1,0,1,9000.0,,2,0.3979,0.2497,0.1185,0,0,1,13.0,3.098,0,0,130.0,32.36,81.84,0,0,banking,trusted_ca,0
67.0,2,2,7,3,0,0,1,0,0,325.0,168.0,1,0.4814,0.103,0.2681,0,0,3,23.0,2.581,0,0,20.0,53.11,87.18,0,0,banking,trusted_ca,0
64.0,4,0,4,3,0,0,1,0,0,547.0,354.0,1,0.212,0.3803,0.4614,0,1,1,13.0,3.995,0,0,138.0,57.37,86.13,0,0,ecommerce,trusted_ca,0
40.0,3,4,1,0,0,0,1,0,0,131.0,58.0,1,0.2163,0.2662,0.8092,0,0,0,12.0,2.073,0,0,97.0,43.17,88.54,0,0,other,trusted_ca,0
52.0,4,1,7,0,0,0,1,1,0,470.0,311.0,2,0.1935,0.582,0.0849,0,0,0,28.0,3.194,0,0,110.0,38.21,99.47,0,0,ecommerce,trusted_ca,0
37.0,6,0,4,0,0,0,1,0,0,684.0,501.0,0,0.1427,0.2999,0.5769,0,2,0,9.0,3.83,0,0,250.0,25.87,87.07,0,0,ecommerce,trusted_ca,0
51.0,2,3,4,1,0,0,0,0,0,129.0,27.0,0,0.3702,0.1101,0.4318,0,0,0,7.0,3.971,0,1,242.0,29.53,100.0,0,0,banking,trusted_ca,1
50.0,3,4,0,1,0,0,1,0,0,2548.0,1114.0,0,0.5752,0.1563,0.5128,0,0,0,8.0,2.191,0,0,109.0,48.89,81.77,0,0,blog,trusted_ca,0
85.0,1,2,5,3,0,1,1,0,1,442.0,186.0,0,0.1401,0.0681,0.4844,0,1,2,39.0,3.336,0,0,32.0,20.55,96.92,0,0,banking,unknown_ca,0
46.0,2,3,1,3,0,0,0,1,0,972.0,264.0,0,0.072,0.697,0.7107,0,1,1,20.0,3.751,0,0,55.0,42.87,94.35,0,0,blog,trusted_ca,1
35.0,3,0,2,2,0,0,1,0,0,5303.0,4090.0,1,0.1767,0.5236,0.1229,0,0,0,15.0,1.785,0,0,145.0,51.76,75.07,0,0,social,missing,0
48.0,5,2,1,0,0,0,0,0,0,733.0,768.0,1,0.4894,0.1631,0.4414,0,1,0,5.0,4.389,0,1,183.0,10.88,96.28,0,0,banking,trusted_ca,1
25.0,1,2,2,4,0,0,1,0,1,3365.0,,2,0.4746,0.8672,0.6323,0,0,1,15.0,4.042,0,0,139.0,6.87,92.11,0,0,blog,unknown_ca,1
88.0,2,1,4,1,0,0,0,0,0,707.0,722.0,0,0.4863,0.5219,0.3086,0,0,0,22.0,3.173,0,0,154.0,48.6,70.35,0,0,banking,trusted_ca,1
22.0,1,1,4,3,1,0,1,1,0,205.0,143.0,1,0.0368,0.3425,0.5965,1,0,0,39.0,3.327,0,0,192.0,24.35,100.0,0,0,ecommerce,trusted_ca,1
126.0,4,1,6,1,0,0,1,0,0,3248.0,2276.0,0,0.5374,0.4858,0.599,0,1,0,22.0,2.903,0,1,382.0,20.3,86.45,0,0,other,trusted_ca,0
46.0,5,1,6,1,0,0,1,0,1,1313.0,530.0,0,0.4089,0.5081,0.1406,0,0,0,9.0,2.346,1,1,115.0,52.99,89.75,0,0,cloud,missing,1
82.0,4,0,4,1,0,0,1,0,0,5499.0,4122.0,0,0.7774,0.3935,0.2875,0,0,0,10.0,3.455,0,0,164.0,51.39,86.71,0,0,blog,trusted_ca,0
23.0,4,2,3,0,0,0,1,1,0,697.0,497.0,1,0.6158,0.3679,0.1121,0,1,0,12.0,3.941,0,0,98.0,34.6,83.97,0,1,blog,trusted_ca,1
35.0,0,4,5,0,0,0,1,0,0,1404.0,567.0,1,0.4882,0.6114,0.891,0,0,2,18.0,3.513,0,0,-30.0,38.48,88.6,0,0,ecommerce,trusted_ca,0
43.0,1,0,4,1,0,0,1,1,0,482.0,411.0,1,0.581,0.4767,0.1583,0,1,1,18.0,3.812,0,0,342.0,2.05,97.71,0,0,other,trusted_ca,0
66.0,3,1,4,0,0,0,1,0,0,441.0,153.0,0,0.3017,0.5702,0.1697,0,1,0,53.0,4.688,0,0,232.0,37.5,100.0,0,0,blog,unknown_ca,0
28.0,4,0,4,1,0,0,1,1,0,137.0,275.0,1,0.4503,0.2496,0.5013,0,0,1,13.0,2.822,1,1,206.0,44.86,98.62,0,0,social,self_signed,1
27.0,6,0,3,0,0,0,1,0,0,540.0,389.0,1,0.5145,0.0589,0.4229,0,1,0,24.0,2.48,0,1,285.0,56.15,94.66,0,0,other,missing,0
99.0,2,0,7,2,1,0,1,0,0,1884.0,562.0,0,0.4095,0.5937,0.3414,0,0,0,15.0,3.594,0,1,126.0,55.18,76.54,0,0,other,trusted_ca,0
84.0,2,2,7,0,1,0,1,0,0,6730.0,3067.0,1,0.3356,0.3954,0.2795,1,1,1,12.0,2.695,0,0,-1.0,19.05,98.7,0,1,other,trusted_ca,0
81.0,3,2,4,1,0,0,1,0,0,216.0,19.0,0,0.3624,0.5678,0.3784,0,0,0,15.0,2.779,1,0,-30.0,25.54,88.16,0,0,banking,trusted_ca,0
78.0,3,0,4,0,0,0,1,0,0,873.0,310.0,0,0.3658,0.3439,0.0364,0,0,0,36.0,2.287,0,1,12.0,90.33,88.81,0,0,other,unknown_ca,0
38.0,4,0,5,0,1,0,1,0,0,551.0,253.0,1,0.1761,0.1457,0.5807,0,0,0,14.0,2.599,0,0,46.0,38.45,92.67,1,0,other,trusted_ca,0
39.0,1,2,3,3,0,0,1,0,0,902.0,150.0,0,0.4838,0.3672,0.4302,0,1,0,13.0,2.805,1,0,202.0,39.48,94.58,0,0,ecommerce,trusted_ca,0
69.0,1,4,4,1,0,0,1,0,0,1586.0,626.0,0,0.2935,0.5012,0.3895,0,0,0,41.0,3.334,0,0,94.0,6.22,91.49,0,0,other,trusted_ca,0
97.0,2,2,5,2,0,0,1,1,0,,175.0,1,0.4733,0.3682,0.2285,0,1,0,6.0,1.804,0,0,-30.0,14.49,92.32,1,0,cloud,trusted_ca,1
45.0,1,2,4,0,0,0,1,0,0,1890.0,1129.0,0,0.299,0.4538,0.7439,0,0,1,17.0,4.113,0,0,84.0,7.12,83.72,0,0,ecommerce,unknown_ca,0
32.0,3,1,5,2,0,0,1,0,0,1027.0,345.0,0,0.1285,0.3076,0.2887,1,0,0,8.0,3.158,0,1,143.0,14.29,92.48,0,0,banking,unknown_ca,1
68.0,0,0,7,2,0,0,1,0,1,520.0,350.0,1,0.2832,0.0695,0.6064,0,0,0,36.0,3.773,1,0,170.0,47.5,99.71,0,0,ecommerce,trusted_ca,0
58.0,3,0,5,3,0,0,1,0,0,230.0,164.0,1,0.2482,0.3549,0.3671,0,3,0,10.0,3.616,0,1,27.0,82.5,94.05,0,0,social,missing,0
53.0,1,0,7,1,0,1,1,0,0,1737.0,1497.0,0,0.2816,0.2183,0.5155,0,0,1,116.0,4.23,0,1,118.0,65.31,90.15,0,0,ecommerce,unknown_ca,0
43.0,1,3,1,0,0,0,1,0,0,296.0,107.0,0,0.1932,0.3904,0.3735,0,0,0,4.0,2.014,0,1,133.0,34.23,87.66,0,0,ecommerce,trusted_ca,0
62.0,1,2,7,2,0,0,1,0,0,727.0,507.0,0,0.3836,0.0911,0.3884,0,0,1,12.0,3.257,1,0,115.0,54.89,79.36,0,0,social,missing,0
61.0,4,1,8,1,0,0,1,0,0,1197.0,1094.0,0,0.0766,0.419,0.4539,0,0,1,21.0,3.387,0,1,109.0,32.52,95.3,0,0,banking,trusted_ca,0
52.0,3,0,7,2,0,0,1,0,0,2144.0,1043.0,1,0.4609,0.2854,0.4239,0,0,2,9.0,3.987,0,0,195.0,25.11,92.89,1,0,ecommerce,trusted_ca,1
115.0,4,2,6,0,0,0,1,0,0,478.0,428.0,2,0.5064,0.3349,0.5444,0,0,0,18.0,4.794,1,0,223.0,45.41,71.49,0,0,other,self_signed,1
44.0,1,0,8,2,0,0,1,0,0,188.0,99.0,2,0.3771,0.2014,0.5538,0,1,0,28.0,3.063,0,1,31.0,8.47,96.71,0,0,other,trusted_ca,0
24.0,2,3,9,0,0,0,1,0,1,696.0,198.0,1,0.3242,0.3251,0.5027,1,0,0,6.0,3.291,0,0,248.0,66.75,92.55,0,0,social,trusted_ca,1
90.0,2,1,0,2,0,0,1,0,0,887.0,436.0,2,0.6079,0.6024,0.4375,0,0,0,26.0,4.165,1,0,-7.0,19.29,88.71,0,0,blog,trusted_ca,0
95.0,5,0,6,2,0,0,1,0,1,1326.0,873.0,0,0.4455,0.104,0.3624,0,0,0,8.0,4.815,0,0,62.0,17.33,86.65,0,0,other,trusted_ca,0
24.0,3,3,5,0,0,0,1,1,0,249.0,260.0,1,0.3242,0.0411,0.2285,0,0,0,17.0,3.887,0,1,165.0,37.21,87.69,0,0,ecommerce,trusted_ca,0
80.0,5,0,6,1,0,0,1,0,0,1132.0,487.0,2,0.2413,0.3916,0.5942,1,0,0,20.0,4.843,1,1,201.0,24.54,99.69,0,0,ecommerce,trusted_ca,1
68.0,1,2,6,3,0,0,1,0,0,488.0,154.0,2,0.4415,0.5627,0.7837,0,0,0,3.0,2.841,0,1,324.0,21.2,89.95,0,0,ecommerce,trusted_ca,0
77.0,2,4,6,0,0,0,1,0,0,1102.0,405.0,0,0.3045,0.2127,0.4491,1,0,0,48.0,2.783,1,1,,28.58,94.83,0,1,blog,self_signed,1
48.0,1,2,5,1,0,0,0,1,0,1038.0,257.0,0,0.3925,0.6807,0.0977,0,1,0,7.0,3.248,0,0,296.0,24.83,88.89,0,0,ecommerce,trusted_ca,0
68.0,1,2,3,1,1,0,0,0,0,1955.0,1615.0,1,0.4988,0.135,0.212,0,0,0,17.0,4.095,1,1,157.0,24.0,88.81,0,0,banking,missing,1
36.0,4,1,1,0,0,0,1,0,0,246.0,210.0,0,0.3243,0.6419,0.0443,1,1,1,14.0,2.683,0,1,111.0,16.46,95.35,0,0,other,unknown_ca,0
35.0,5,1,3,1,0,0,0,0,0,243.0,116.0,0,0.4465,0.409,0.3418,0,0,1,25.0,3.586,0,1,164.0,31.46,86.18,0,0,social,trusted_ca,0
115.0,2,2,2,0,0,0,0,1,0,427.0,138.0,0,0.3571,0.602,0.3737,0,1,1,11.0,3.261,0,0,75.0,16.02,94.37,0,0,ecommerce,missing,1
49.0,1,4,2,1,0,0,1,0,0,696.0,389.0,2,0.5156,0.4859,0.2265,1,1,0,22.0,5.382,0,1,94.0,4.49,99.63,0,0,other,trusted_ca,1
36.0,5,2,4,0,0,0,1,1,0,404.0,502.0,0,0.5173,0.1425,0.4927,0,2,0,19.0,3.205,1,1,49.0,24.38,85.48,0,0,ecommerce,trusted_ca,1
24.0,2,2,4,0,0,0,1,1,0,189.0,187.0,0,0.3399,0.059,0.4769,0,0,0,12.0,3.707,0,1,31.0,3.98,93.0,0,0,cloud,trusted_ca,0
74.0,5,2,1,2,0,0,1,0,1,4959.0,3122.0,1,0.6252,0.3869,0.827,0,1,1,7.0,4.829,0,0,89.0,61.94,82.71,0,0,social,trusted_ca,0
105.0,0,1,4,2,0,0,1,0,1,938.0,477.0,0,0.4253,0.3763,0.2263,0,0,0,25.0,3.319,0,0,142.0,33.51,77.21,0,0,social,trusted_ca,0
65.0,1,0,4,0,0,0,1,0,0,196.0,68.0,1,0.4273,0.4848,0.4807,0,0,0,12.0,3.187,0,1,220.0,0.86,89.23,0,0,social,trusted_ca,0
66.0,4,2,3,2,0,0,0,0,1,1366.0,895.0,1,0.5245,0.4214,0.0793,0,1,0,36.0,4.785,0,0,101.0,21.07,90.8,0,0,ecommerce,unknown_ca,0
41.0,5,0,7,1,0,0,1,0,0,1749.0,1625.0,2,0.3446,0.6916,0.416,0,0,1,4.0,4.235,1,0,145.0,39.63,89.71,0,0,cloud,trusted_ca,1
41.0,3,1,1,2,0,0,1,0,0,557.0,422.0,1,0.1777,0.6445,0.4703,0,1,0,16.0,3.692,0,0,72.0,0.07,98.8,0,0,blog,trusted_ca,0
33.0,2,1,6,2,0,0,1,0,0,3633.0,1102.0,1,0.3876,0.4565,0.4025,0,0,0,40.0,2.104,0,0,123.0,18.58,93.46,0,0,ecommerce,trusted_ca,0
58.0,3,2,4,0,0,0,1,0,0,126.0,91.0,1,0.0868,0.3784,0.0776,0,1,0,9.0,3.691,0,1,117.0,45.09,85.75,1,0,other,unknown_ca,0
27.0,4,1,2,1,0,0,1,0,0,2594.0,686.0,0,0.4203,0.075,0.5234,0,0,0,13.0,4.796,0,1,245.0,29.01,99.69,0,1,banking,trusted_ca,0
59.0,5,0,5,2,0,0,1,0,0,265.0,214.0,0,0.1997,0.0903,0.08,0,0,0,7.0,2.418,0,0,204.0,40.84,100.0,0,0,other,trusted_ca,0
58.0,0,0,0,0,0,0,0,0,0,1070.0,471.0,1,0.7192,0.2722,0.6495,0,0,1,11.0,3.186,0,1,,,93.76,0,0,blog,trusted_ca,0
60.0,6,0,6,2,0,0,1,0,1,3851.0,3011.0,1,0.3968,0.193,0.5801,0,0,0,35.0,5.754,0,0,-30.0,54.91,89.85,0,0,other,unknown_ca,0
73.0,5,0,4,2,0,0,1,0,0,448.0,169.0,0,0.3695,0.1188,0.3139,1,0,0,24.0,3.561,0,0,237.0,4.09,96.66,0,0,banking,unknown_ca,0
33.0,0,2,5,3,0,0,1,0,0,1024.0,917.0,0,0.1237,0.2866,0.6284,0,0,0,13.0,3.666,0,0,195.0,29.89,93.47,1,0,ecommerce,trusted_ca,0
78.0,4,2,4,0,0,0,1,0,0,1632.0,1300.0,0,0.5482,0.517,0.5088,0,1,0,21.0,4.049,0,0,286.0,69.33,86.81,0,0,cloud,missing,1
129.0,0,0,5,2,0,0,1,0,0,487.0,253.0,1,0.4832,0.533,0.6153,1,1,0,36.0,3.735,0,0,452.0,28.29,97.91,1,0,banking,missing,1
54.0,1,1,6,1,0,0,1,0,0,252.0,161.0,0,0.2508,0.063,0.3676,1,3,1,17.0,3.079,0,1,77.0,38.04,88.51,0,0,ecommerce,trusted_ca,0
38.0,2,0,5,1,0,0,1,0,1,994.0,631.0,0,0.5092,0.2635,0.4546,1,0,1,22.0,3.741,0,1,86.0,39.73,96.4,0,0,blog,trusted_ca,1
65.0,4,3,4,0,0,0,1,0,0,746.0,310.0,0,0.5186,0.1736,0.6564,0,0,0,12.0,2.933,0,0,7.0,60.02,92.84,0,0,cloud,trusted_ca,0
58.0,4,1,3,1,0,0,1,1,0,469.0,198.0,0,0.1027,0.2295,0.6382,0,0,0,5.0,3.898,0,1,-30.0,44.65,76.74,0,0,other,trusted_ca,0
41.0,4,2,3,1,0,0,1,0,1,334.0,268.0,0,0.1966,0.1501,0.2461,0,1,0,19.0,4.541,0,0,59.0,20.93,83.13,0,0,social,missing,0
69.0,5,1,3,2,0,0,0,0,0,1199.0,762.0,3,0.2478,0.202,0.2923,0,0,0,31.0,3.098,0,0,55.0,59.01,74.39,0,0,cloud,missing,1
23.0,0,2,6,1,0,0,1,0,0,1087.0,320.0,0,0.3374,0.3332,0.6672,0,3,0,10.0,3.829,1,0,242.0,46.55,94.79,0,0,social,trusted_ca,1
130.0,3,1,7,3,0,0,1,0,0,2326.0,1526.0,1,0.432,0.2531,0.6944,0,1,0,34.0,3.738,0,1,248.0,24.27,98.27,0,0,ecommerce,trusted_ca,1
65.0,5,2,3,2,0,0,1,0,1,620.0,501.0,0,0.27,0.4416,0.544,0,1,1,10.0,3.348,0,0,136.0,16.67,92.71,1,0,other,trusted_ca,0
77.0,3,0,6,1,0,0,1,0,0,608.0,443.0,0,0.6159,0.4161,0.8561,0,1,0,25.0,3.547,0,0,67.0,44.44,98.79,0,0,other,,0
52.0,1,1,8,3,0,0,1,0,0,735.0,674.0,2,0.344,0.6459,0.2792,0,1,0,30.0,3.325,0,1,,24.43,94.43,0,0,other,trusted_ca,1
37.0,1,0,4,2,0,0,1,0,0,3923.0,1091.0,0,0.4763,0.2539,0.5302,0,0,1,37.0,4.791,0,1,,2.89,100.0,0,0,other,trusted_ca,0
54.0,2,1,1,3,0,0,0,0,0,505.0,99.0,0,0.4897,0.25,0.3126,0,2,1,15.0,3.001,0,1,31.0,8.71,85.07,0,0,banking,trusted_ca,0
78.0,5,1,2,4,0,0,1,0,0,1036.0,368.0,0,0.4206,0.4755,0.1885,0,0,0,16.0,2.787,0,1,-8.0,36.26,92.91,0,0,ecommerce,missing,0
88.0,1,0,3,0,0,0,1,0,0,478.0,305.0,0,0.4317,0.1644,0.3658,0,0,1,10.0,3.862,1,0,196.0,37.29,99.95,0,0,other,trusted_ca,0
68.0,4,0,3,2,0,0,1,0,0,512.0,303.0,0,0.2057,0.3859,0.4331,0,1,0,8.0,3.706,0,1,27.0,82.82,82.75,0,0,other,trusted_ca,0
39.0,0,1,6,2,0,0,1,0,0,2043.0,1343.0,1,0.3619,0.6167,0.441,0,0,0,31.0,3.17,0,0,70.0,4.11,99.68,0,0,other,trusted_ca,0
58.0,2,1,5,0,1,1,1,0,0,888.0,499.0,0,0.3658,0.5356,0.246,0,0,0,7.0,3.234,0,1,-2.0,5.08,93.87,0,0,social,trusted_ca,1
41.0,1,2,4,0,0,0,1,0,0,420.0,0.0,1,0.5294,0.417,0.3783,1,1,0,6.0,4.24,0,1,190.0,20.26,91.03,1,0,other,trusted_ca,1
24.0,1,2,8,3,0,0,1,0,0,2266.0,1537.0,1,0.1098,0.6152,0.3534,0,0,1,8.0,3.524,0,1,169.0,58.04,91.57,0,0,blog,trusted_ca,0
42.0,2,0,9,1,0,0,0,1,0,608.0,187.0,0,0.1063,0.2089,0.2373,0,0,1,32.0,4.521,0,0,61.0,12.19,92.71,0,0,other,unknown_ca,1
89.0,0,0,3,1,0,0,1,0,0,987.0,532.0,0,0.6403,0.0447,0.2562,0,1,0,30.0,2.511,0,0,113.0,18.45,81.85,0,0,other,missing,0
56.0,5,0,4,0,0,0,1,0,0,639.0,155.0,1,0.3799,0.2693,0.5926,1,1,0,9.0,3.694,0,0,53.0,9.76,100.0,0,0,cloud,trusted_ca,0
51.0,2,0,4,0,0,0,1,0,0,1101.0,976.0,1,0.5717,0.3004,0.2212,0,0,0,8.0,4.433,0,0,-30.0,21.55,74.38,0,0,banking,trusted_ca,0
84.0,5,2,9,0,0,0,1,0,0,2713.0,1782.0,0,0.4849,0.1504,0.5113,0,1,0,15.0,3.063,0,1,73.0,50.53,87.46,1,0,ecommerce,trusted_ca,0
46.0,0,0,7,1,0,0,1,1,0,1195.0,249.0,1,0.3284,0.1976,0.0486,0,0,0,4.0,4.038,0,1,33.0,36.5,85.88,0,0,cloud,trusted_ca,0
56.0,2,1,3,1,0,0,1,0,0,368.0,15.0,1,0.2526,0.1983,0.2575,0,0,1,9.0,3.93,0,1,248.0,32.08,79.89,0,0,ecommerce,trusted_ca,0
48.0,5,2,4,1,0,0,1,0,0,524.0,301.0,0,0.2767,0.9014,0.3748,0,1,0,7.0,3.061,0,0,131.0,56.9,79.51,0,0,cloud,trusted_ca,0
45.0,3,1,3,0,1,0,1,0,0,1714.0,1329.0,2,0.7495,0.0277,0.2523,1,1,1,9.0,3.229,0,1,40.0,15.74,88.88,0,0,other,trusted_ca,1
38.0,1,1,5,2,0,0,0,0,0,924.0,487.0,1,0.3672,0.5217,0.4663,1,0,0,10.0,2.738,0,1,59.0,47.22,80.87,0,0,other,trusted_ca,1
45.0,0,2,4,5,0,0,1,0,0,212.0,0.0,0,0.2645,0.7022,0.46,0,0,1,6.0,3.972,0,0,271.0,38.62,83.73,0,0,cloud,trusted_ca,0
41.0,3,1,3,1,0,0,1,0,0,3147.0,1513.0,0,0.6367,0.3217,0.4626,0,0,1,17.0,3.566,0,0,217.0,30.22,81.12,0,0,social,trusted_ca,0
119.0,2,1,4,3,0,0,1,1,0,211.0,41.0,0,0.4283,0.4862,0.4993,1,0,0,4.0,2.562,1,1,299.0,4.9,100.0,0,0,social,unknown_ca,1
110.0,2,2,4,0,0,0,0,1,0,746.0,539.0,1,0.3655,0.4793,0.4459,0,0,0,38.0,3.381,0,0,168.0,25.13,83.86,0,0,cloud,trusted_ca,1
54.0,6,2,3,2,0,1,1,1,0,957.0,258.0,0,0.327,0.3476,0.3173,1,1,0,22.0,2.319,0,1,150.0,40.97,100.0,0,0,social,trusted_ca,0
60.0,2,3,3,1,0,0,1,0,0,4436.0,2909.0,0,0.5238,0.6748,0.2735,0,1,1,12.0,2.427,0,0,64.0,48.21,98.74,0,0,blog,trusted_ca,0
58.0,1,0,6,2,0,0,1,0,0,263.0,144.0,0,0.6347,0.1199,0.2189,0,2,0,21.0,3.117,0,1,55.0,3.02,86.0,0,0,other,trusted_ca,0
35.0,2,1,5,0,0,0,1,0,0,408.0,133.0,0,0.6068,0.5244,0.4877,0,0,0,9.0,4.397,0,0,212.0,31.52,86.64,0,0,cloud,trusted_ca,1
38.0,2,1,4,2,0,0,1,0,0,189.0,173.0,0,0.139,0.4802,0.1362,0,0,0,10.0,3.917,0,1,22.0,27.59,75.0,0,0,blog,trusted_ca,0
33.0,0,1,7,1,0,0,1,0,0,3032.0,1655.0,2,0.3753,0.7139,0.3624,0,0,0,7.0,4.018,0,0,111.0,13.81,82.87,0,0,ecommerce,trusted_ca,0
39.0,1,2,2,2,0,0,1,0,0,879.0,327.0,0,0.1121,0.6427,0.4847,0,2,0,13.0,3.121,1,0,102.0,43.94,71.46,0,0,other,trusted_ca,0
57.0,1,1,4,0,0,0,1,0,0,360.0,43.0,0,0.6372,0.1431,0.0654,0,2,0,9.0,3.085,0,0,127.0,56.5,98.24,0,0,ecommerce,trusted_ca,0
35.0,2,1,4,2,0,0,1,1,0,140.0,69.0,0,0.3956,0.4099,0.4514,0,1,1,32.0,1.981,0,0,147.0,44.65,86.23,0,0,cloud,trusted_ca,1
30.0,1,0,5,0,0,0,0,0,0,888.0,576.0,0,0.4193,0.4969,0.5262,0,1,0,46.0,3.386,0,0,172.0,41.54,100.0,0,0,banking,self_signed,0
93.0,2,2,5,0,0,0,1,0,0,392.0,354.0,0,0.4599,0.215,0.6326,0,0,0,10.0,2.701,0,1,40.0,47.29,77.5,0,0,blog,self_signed,1
96.0,2,1,4,0,0,0,1,0,0,1052.0,,0,0.5653,0.61,0.4206,0,0,1,7.0,3.542,0,0,-30.0,31.73,87.11,0,0,cloud,trusted_ca,0
36.0,1,4,3,1,0,0,1,0,0,1612.0,812.0,1,0.2059,0.1129,0.3437,1,2,1,51.0,4.784,0,0,210.0,59.38,86.1,0,1,other,trusted_ca,0
67.0,2,2,3,1,0,1,1,0,0,236.0,90.0,0,0.4249,0.6133,0.0539,1,0,1,15.0,3.182,0,1,160.0,1.03,85.49,1,0,banking,trusted_ca,1
55.0,1,0,3,0,0,0,1,0,0,842.0,453.0,0,0.1389,0.0936,0.4691,0,0,0,32.0,3.501,0,1,113.0,0.08,91.18,0,0,social,trusted_ca,0
142.0,6,2,4,2,0,0,1,0,1,931.0,885.0,1,0.3072,0.2552,0.1409,0,0,0,21.0,4.068,1,1,216.0,27.76,100.0,0,0,ecommerce,trusted_ca,1
60.0,5,0,2,2,0,0,1,1,0,609.0,515.0,1,0.2812,0.4492,0.3173,0,1,0,22.0,3.493,0,0,146.0,28.39,100.0,0,0,social,trusted_ca,0
75.0,0,2,4,2,0,0,1,0,1,514.0,294.0,1,0.3485,0.4226,0.6418,0,0,0,12.0,2.452,0,0,146.0,63.52,91.79,0,1,other,trusted_ca,0
43.0,3,2,2,5,0,0,1,0,0,526.0,488.0,2,0.1811,0.4688,0.5402,0,1,0,5.0,2.805,0,0,62.0,18.05,92.19,0,0,blog,trusted_ca,0
